"","x"
"1",-6.66105307988689
"2",63.3379637346081
"3",-25.1129249911717
"4",9.51078907935353
"5",-21.0059278090155
"6",32.9857657416769
"7",15.3164528177301
"8",41.9802228443454
"9",26.3972472646991
"10",49.62654049491
"11",23.0965414238778
"12",53.2595066251823
"13",20.8298116829882
"14",34.1776931372984
"15",10.3695001969234
"16",33.5694288407194
"17",11.9737613483661
"18",19.9867093694002
"19",14.6772801462215
"20",15.6398465095081
"21",18.3619728900583
"22",18.9954724573382
"23",3.72242534069439
"24",16.0440986529995
"25",16.0862704233982
"26",16.2091272608607
"27",14.4916321545224
"28",17.0992964400931
"29",18.1385114401877
"30",16.9011418687905
"31",-4.39434079909279
"32",-0.224437078534868
"33",3.66906971935157
"34",4.08667797634651
"35",8.1899434582629
"36",6.21222468127782
"37",4.98052564864128
"38",-2.63273793234939
"39",-2.26826190342734
"40",-1.33134526767817
"41",-6.56930153830002
"42",-2.48999373810342
"43",-3.24727458425555
"44",2.37388164263928
"45",11.4347743600064
"46",17.2082858209348
"47",4.67258319617104
"48",3.16498053937278
"49",13.5158929626862
"50",28.664346439467
"51",0.981675654374995
"52",14.7601291413492
